data,cliente_id,cliente_nome,empresa,segmento,canal,campanha,impressoes,cliques,custo,conversoes,receita
2026-01-24,98,Heloisa Mendonça,Cavalcanti,Varejo,Meta Ads,Black Friday,21234,646,3390.91,76,9638.13
2026-01-19,100,Luara Garcia,Novaes - ME,Varejo,Google Ads,Conversão,31731,696,4183.19,105,11051.53
2026-01-09,87,Noah Siqueira,Cassiano,E-commerce,TikTok Ads,Black Friday,12300,1815,2046.36,77,10389.32
2026-01-10,4,Isabella Cavalcante,Azevedo Fogaça Ltda.,SaaS,Meta Ads,Black Friday,46506,1796,2363.77,49,4432.7
2026-01-30,83,Vicente Rodrigues,Gomes e Filhos,Varejo,Meta Ads,Conversão,32956,536,1297.76,132,16842.79
2026-01-29,81,Lunna Cassiano,Correia Brito - EI,E-commerce,LinkedIn Ads,Lead Gen,24384,789,3029.73,48,5350.9
2026-01-14,42,Maria Liz Castro,Peixoto,E-commerce,Meta Ads,Black Friday,6172,876,3307.19,42,4573.42
2026-01-21,47,Brenda Vargas,da Conceição,Marketing,LinkedIn Ads,Black Friday,36159,1195,4993.62,117,9023.1
2026-01-05,86,Fernando Azevedo,Alves,E-commerce,Google Ads,Promo,33970,1652,1188.74,33,3714.26
2026-01-11,72,Davi Lucca Borges,Campos,E-commerce,Google Ads,Retargeting,26149,1567,4901.17,14,2074.48
2026-01-21,87,Catarina Moreira,da Cunha Brito - ME,Marketing,Meta Ads,Awareness,24106,388,1079.3,46,4693.81
2026-01-30,38,Calebe da Rocha,Novais S.A.,Varejo,LinkedIn Ads,Promo,13833,145,1090.99,36,2859.29
2026-01-30,66,Thiago Pereira,Mendonça S/A,SaaS,Meta Ads,Promo,28305,799,848.84,142,17969.04
2026-01-13,86,Dra. Ana Garcia,Alves S/A,Marketing,LinkedIn Ads,Black Friday,19944,1778,3044.43,149,21563.84
2026-01-27,85,Ana Lívia Moura,Viana,Marketing,Meta Ads,Retargeting,25544,1130,776.34,13,912.83
2026-01-09,75,Nathan da Cruz,Castro - ME,Varejo,LinkedIn Ads,Retargeting,36624,511,3949.79,36,4497.34
2026-01-12,92,Dra. Catarina Andrade,Azevedo Monteiro - ME,Marketing,Meta Ads,Lead Gen,24952,166,1779.87,11,646.72
2026-01-01,16,Sr. Antônio Marques,Andrade,E-commerce,TikTok Ads,Retargeting,29124,1632,1137.15,134,14161.96
2026-01-21,90,Kevin da Costa,Moreira,SaaS,LinkedIn Ads,Awareness,5929,659,1777.56,67,4968.98
2026-01-13,38,Maria Cecília Nunes,Jesus,SaaS,Meta Ads,Awareness,16630,953,4716.41,48,7050.36
2026-01-21,99,Emanuel Mendes,Oliveira,SaaS,Meta Ads,Conversão,22694,1565,4419.51,106,15820.02
2026-01-26,19,Amanda Monteiro,Costela e Filhos,SaaS,TikTok Ads,Conversão,27658,305,1288.7,63,3318.8
2026-01-22,28,Sr. Nicolas Silveira,Fernandes,E-commerce,LinkedIn Ads,Black Friday,34039,1173,526.01,100,12026.89
2026-01-15,92,Benjamin Macedo,Viana,Varejo,Meta Ads,Conversão,13381,1671,2111.62,91,7042.1
2026-01-03,96,Luara da Paz,das Neves Azevedo Ltda.,Varejo,Google Ads,Promo,25395,1335,3334.75,73,4539.32
2026-01-16,67,Clara Barros,Sampaio Cardoso S.A.,Varejo,LinkedIn Ads,Promo,18649,1022,526.0,86,5780.01
2026-01-16,5,Sr. João Gabriel Duarte,Oliveira S/A,Varejo,Meta Ads,Conversão,44307,1112,4751.46,122,10692.47
2026-01-17,73,Marcela Ferreira,da Luz S/A,Varejo,TikTok Ads,Retargeting,48380,517,2505.12,56,6979.86
2026-01-06,31,Vicente Cirino,Sales Garcia S.A.,Varejo,TikTok Ads,Conversão,45886,1195,2787.56,51,5103.92
2026-01-06,87,Gael Lopes,Leão S/A,Marketing,Google Ads,Lead Gen,26233,1035,4441.6,123,6855.31
2026-01-01,13,Lívia Mendes,Lopes Macedo Ltda.,Marketing,LinkedIn Ads,Promo,49160,688,3080.64,115,13620.57
2026-01-18,45,Lívia Pastor,Nunes Vieira S/A,SaaS,TikTok Ads,Retargeting,16173,1793,4352.09,100,10917.26
2026-01-24,1,Dra. Heloisa da Cruz,Siqueira Pinto Ltda.,E-commerce,Google Ads,Lead Gen,28743,343,975.63,43,2475.7
2026-01-06,52,Dante Sá,Brito S.A.,Marketing,TikTok Ads,Black Friday,29351,649,2213.84,98,8664.0
2026-01-28,72,Henry Gabriel da Mata,Farias - ME,E-commerce,Meta Ads,Promo,37194,473,538.81,121,9913.26
2026-01-28,60,Diego Vargas,Fernandes e Filhos,Varejo,Google Ads,Conversão,28170,503,637.41,85,11464.41
2026-01-28,41,Sarah Siqueira,Marques,SaaS,LinkedIn Ads,Black Friday,11059,576,2273.28,92,10077.67
2026-01-21,35,Benjamin Pimenta,Casa Grande - EI,SaaS,LinkedIn Ads,Black Friday,25256,1482,4357.52,125,10213.92
2026-01-14,24,Ravi Lucca Novaes,Brito Ltda.,E-commerce,TikTok Ads,Black Friday,28706,1035,1722.77,79,8676.83
2026-01-23,12,Sra. Ana Clara Fonseca,da Cunha,Varejo,Meta Ads,Awareness,33882,682,4456.14,85,8304.27
2026-01-24,34,Ryan Aragão,da Conceição Fogaça S/A,E-commerce,Meta Ads,Promo,24912,708,4503.81,95,6765.09
2026-01-01,50,Eduarda Sá,da Rosa,Varejo,LinkedIn Ads,Promo,10689,423,1580.39,70,8839.14
2026-01-17,32,Kaique Teixeira,Garcia,Varejo,LinkedIn Ads,Conversão,41375,1192,4201.46,111,6470.38
2026-01-06,29,Yago Rezende,Pinto,E-commerce,Google Ads,Conversão,15100,575,1338.04,48,4854.13
2026-01-07,12,Lara Brito,Fogaça,SaaS,Meta Ads,Black Friday,22307,732,1920.53,107,6196.63
2026-01-21,76,Luigi Aragão,Vargas,SaaS,TikTok Ads,Black Friday,40860,948,1818.79,116,17146.95
2026-01-20,89,Gustavo Aparecida,Oliveira S.A.,E-commerce,TikTok Ads,Retargeting,23375,877,2569.78,115,10106.59
2026-01-26,41,Dr. Davi Luiz Jesus,Nunes Vargas Ltda.,Varejo,TikTok Ads,Awareness,47263,720,708.7,142,11971.52
2026-01-18,79,Sra. Julia Barros,Vieira,Marketing,Meta Ads,Awareness,28195,106,2233.35,82,9418.16
2026-01-22,16,Fernanda Pastor,Lima e Filhos,Varejo,Meta Ads,Retargeting,8139,922,4244.06,47,2733.16
2026-01-19,97,Sr. Yuri da Cunha,Pacheco,Marketing,LinkedIn Ads,Lead Gen,6610,398,4517.36,108,13438.74
2026-01-20,80,Raquel Gonçalves,Cavalcanti e Filhos,E-commerce,Google Ads,Black Friday,31110,1898,2338.71,123,18338.56
2026-01-29,14,Anthony Mendonça,Farias,Marketing,Meta Ads,Awareness,30259,194,2042.74,101,7240.86
2026-01-04,32,Gabriela Ramos,Ribeiro e Filhos,Varejo,TikTok Ads,Black Friday,30691,1872,2832.6,108,6135.14
2026-01-31,8,Srta. Emanuelly Nascimento,Melo,SaaS,LinkedIn Ads,Awareness,22980,1893,1212.56,125,18147.39
2026-01-19,6,Matteo Carvalho,Albuquerque,Varejo,Google Ads,Retargeting,41062,327,3512.38,14,1105.5
2026-01-03,20,Zoe Ribeiro,Barbosa - ME,Varejo,TikTok Ads,Lead Gen,33270,1641,2257.28,73,6093.54
2026-01-30,2,Cecilia Pimenta,Garcia,SaaS,Meta Ads,Lead Gen,35899,1673,3421.26,47,5357.03
2026-01-06,19,Aylla Pacheco,da Costa Sousa Ltda.,E-commerce,TikTok Ads,Conversão,19254,141,853.24,97,4977.92
2026-01-21,60,Renan Abreu,Moreira,Marketing,TikTok Ads,Promo,32863,1066,1628.49,43,3126.7
2026-01-01,51,Srta. Maria Luiza Cunha,Oliveira Vasconcelos - EI,Varejo,TikTok Ads,Retargeting,46951,909,2389.3,65,3350.33
2026-01-27,25,Benjamin Albuquerque,Rezende,SaaS,Google Ads,Conversão,28803,827,3103.73,11,646.73
2026-01-31,49,Danilo Brito,Borges,Varejo,Meta Ads,Promo,40469,394,2682.81,79,11343.31
2026-01-22,34,Allana Fogaça,Machado,Varejo,Meta Ads,Black Friday,35868,1787,2284.62,87,9959.57
2026-01-22,84,Vitória Montenegro,Nunes da Mata - ME,SaaS,Google Ads,Conversão,48980,1448,795.99,46,4801.11
2026-01-04,33,Nicole da Cunha,Duarte,Marketing,Google Ads,Lead Gen,7409,1285,2722.86,123,16625.83
2026-01-23,35,Vinicius Duarte,das Neves,E-commerce,LinkedIn Ads,Conversão,27114,599,2246.61,101,10438.33
2026-01-05,49,Davi Miguel da Mota,Vasconcelos,SaaS,TikTok Ads,Promo,7083,1137,4103.11,109,9077.93
2026-01-12,72,Sr. Vitor Gabriel Silveira,da Rocha,E-commerce,LinkedIn Ads,Black Friday,5602,246,2642.21,48,3050.1
2026-01-18,21,Gael Barros,da Paz Andrade e Filhos,Marketing,LinkedIn Ads,Lead Gen,36012,1626,3104.79,102,12682.85
2026-01-30,64,Leonardo Melo,Teixeira Ltda.,SaaS,TikTok Ads,Promo,10084,1336,2693.2,138,16332.82
2026-01-19,95,Hadassa Lopes,Pires,Marketing,Google Ads,Black Friday,12005,890,667.67,135,7597.66
2026-01-19,45,Dr. Otto Borges,Cassiano S/A,SaaS,Google Ads,Lead Gen,21722,630,4419.5,108,11275.94
2026-01-12,98,Benjamin Vieira,Guerra S.A.,E-commerce,Meta Ads,Lead Gen,47654,918,1967.3,114,9977.27
2026-01-07,27,Ana Cecília Gonçalves,Moura,Marketing,LinkedIn Ads,Promo,17256,1990,1235.2,41,4644.96
2026-01-07,78,Yasmin Dias,Moura Aparecida - ME,E-commerce,Google Ads,Black Friday,31753,1132,3742.5,70,7319.54
2026-01-24,97,Renan Silva,Rodrigues da Mata Ltda.,SaaS,TikTok Ads,Conversão,44131,1306,4912.74,147,12411.41
2026-01-29,96,Maria Laura Costa,da Cunha,Varejo,TikTok Ads,Awareness,7449,1550,2768.04,121,6093.46
2026-01-04,16,Catarina Pimenta,Machado,SaaS,Meta Ads,Retargeting,16100,1608,3205.59,33,4258.52
2026-01-26,47,Lucca Guerra,Cunha,Varejo,TikTok Ads,Promo,20417,1457,4661.24,140,8073.87
2026-01-21,15,Maitê da Conceição,Dias,SaaS,TikTok Ads,Conversão,7771,333,1718.95,87,7200.75
2026-01-20,93,Valentina Santos,Correia,SaaS,Google Ads,Conversão,33596,1740,4740.37,29,4223.55
2026-01-23,26,Isabelly da Mata,Cassiano,E-commerce,Meta Ads,Conversão,44455,246,1251.52,60,7661.26
2026-01-02,89,Asafe Moura,Camargo,E-commerce,Meta Ads,Lead Gen,49269,1674,3581.46,117,9104.85
2026-01-01,7,Anna Liz Porto,Viana,E-commerce,Google Ads,Promo,9508,1854,4323.2,114,8575.43
2026-01-14,18,Ana Lívia da Costa,da Rosa,SaaS,TikTok Ads,Black Friday,17329,141,968.4,19,2638.82
2026-01-15,84,Isis Pacheco,Peixoto,Marketing,TikTok Ads,Conversão,45164,1774,1774.5,88,6634.71
2026-01-16,71,Laura Dias,da Cruz - ME,SaaS,Google Ads,Retargeting,25744,942,4907.6,56,7116.84
2026-01-10,32,Maria Cecília da Costa,Teixeira,SaaS,Google Ads,Promo,19154,145,1443.56,20,2756.25
2026-01-03,57,Arthur Gabriel Garcia,Araújo Nunes e Filhos,Varejo,LinkedIn Ads,Retargeting,45045,227,1422.15,89,4828.64
2026-01-26,75,Dra. Raquel da Conceição,Ramos Fogaça - ME,Marketing,Google Ads,Conversão,35811,1863,803.1,10,864.61
2026-01-15,89,Isadora Pastor,Vieira Ltda.,Varejo,TikTok Ads,Black Friday,37524,1502,3610.03,47,3042.02
2026-01-13,12,Emilly Santos,Guerra Novais S.A.,E-commerce,Meta Ads,Lead Gen,22748,1785,1759.94,22,1733.64
2026-01-27,33,Melina Peixoto,Rodrigues S/A,SaaS,LinkedIn Ads,Black Friday,24747,572,3413.79,29,3059.73
2026-01-05,53,Sra. Mariane da Mata,Cassiano,Marketing,Meta Ads,Awareness,36728,1417,2770.39,42,4810.71
2026-01-30,70,Brenda Borges,Nascimento,E-commerce,LinkedIn Ads,Conversão,29314,711,3831.95,53,6107.25
2026-01-15,66,Yan Machado,Gomes,Varejo,TikTok Ads,Black Friday,11205,1505,564.68,108,12474.47
2026-01-09,54,Ana Cecília Vasconcelos,Câmara,SaaS,Meta Ads,Lead Gen,33085,283,1238.12,137,11533.57
2026-01-29,88,Melissa Monteiro,Albuquerque Macedo - EI,Varejo,LinkedIn Ads,Promo,5252,787,1920.49,79,8283.11
2026-01-25,78,Samuel Azevedo,Jesus,SaaS,LinkedIn Ads,Conversão,49350,1209,1739.14,26,3429.3
2026-01-24,85,Heitor Pereira,Duarte,SaaS,LinkedIn Ads,Conversão,10102,962,2770.83,80,9744.85
2026-01-22,45,Giovanna da Costa,Sampaio,E-commerce,LinkedIn Ads,Retargeting,10679,441,2599.07,59,5094.92
2026-01-29,73,Diego Pires,Mendonça Pastor - EI,E-commerce,Google Ads,Lead Gen,24054,495,4671.93,135,8096.83
2026-01-26,68,Sra. Maria Dias,da Costa,SaaS,Google Ads,Conversão,30423,1647,3397.05,39,5554.93
2026-01-23,39,Sofia Pereira,Porto Ltda.,SaaS,Meta Ads,Promo,36109,714,4376.24,12,1054.16
2026-01-21,49,Henrique Lima,Macedo S.A.,Marketing,Google Ads,Awareness,15986,892,3412.38,69,10331.27
2026-01-04,99,Srta. Cecilia Sousa,da Paz,E-commerce,Google Ads,Conversão,38047,657,2909.33,114,14814.29
2026-01-31,32,Sr. Apollo Câmara,Barros,E-commerce,Google Ads,Conversão,29772,1203,1289.17,80,8384.41
2026-01-29,56,Luna Cavalcanti,Sales,E-commerce,LinkedIn Ads,Black Friday,30851,1010,1979.71,39,2370.32
2026-01-26,22,Dr. Ian Câmara,Almeida Caldeira - EI,SaaS,Google Ads,Awareness,20140,609,2123.93,30,3782.85
2026-01-29,12,Rhavi Leão,Brito,Marketing,Google Ads,Awareness,13045,1984,715.4,123,7883.9
2026-01-22,84,Arthur Gabriel Dias,Guerra,E-commerce,LinkedIn Ads,Lead Gen,43767,1236,4701.46,119,13549.67
2026-01-09,100,Evelyn Pinto,Guerra Sales S/A,E-commerce,Meta Ads,Retargeting,41107,146,2984.61,40,2427.95
2026-01-21,45,Sr. Gabriel Mendes,da Mata,Varejo,Meta Ads,Lead Gen,41213,1357,984.37,71,7393.28
2026-01-23,6,Nicolas Vargas,da Cunha Fernandes S.A.,E-commerce,TikTok Ads,Black Friday,5618,172,3180.46,94,11238.43
2026-01-12,46,Sr. Diogo da Rosa,Albuquerque,Marketing,Google Ads,Promo,12071,768,1589.23,33,2279.8
2026-01-18,95,Sr. Apollo Sampaio,Machado Castro Ltda.,Marketing,LinkedIn Ads,Black Friday,43988,1283,2712.28,29,4303.19
2026-01-04,9,Thiago Campos,Mendes,E-commerce,LinkedIn Ads,Conversão,36488,344,4050.83,56,3278.3
2026-01-05,43,Catarina Nunes,Cassiano Carvalho S.A.,Varejo,Google Ads,Black Friday,15005,416,674.33,146,14909.49
2026-01-02,89,Brayan Araújo,Vargas S.A.,SaaS,Meta Ads,Lead Gen,47500,244,1681.67,21,2822.73
2026-01-01,62,João Miguel Montenegro,Viana S.A.,E-commerce,TikTok Ads,Awareness,30695,371,3177.89,79,7381.32
2026-01-28,89,Gabrielly Pereira,Silveira,E-commerce,LinkedIn Ads,Black Friday,49227,566,3075.73,84,10859.78
2026-01-21,88,Antônio Gonçalves,Pereira Ltda.,Marketing,TikTok Ads,Black Friday,31526,686,3957.47,134,14109.92
2026-01-14,13,Ana Liz Sousa,Araújo - ME,SaaS,LinkedIn Ads,Conversão,39576,630,4655.0,41,5516.7
